ID_CLIENTE,SEXO,DATA_NASCIMENTO,PRIMEIRA_COMPRA
3630, ,1900/01/01,2017/07/12
3631, ,1900/01/01,2017/07/12
3632, ,1900/01/01,2017/07/12
3633, ,1900/01/01,2017/07/13
3634, ,1900/01/01,2017/07/13
3635, ,1900/01/01,2017/07/13
3636, ,1900/01/01,2017/07/13
3637, ,1900/01/01,2018/05/25
3638, ,1900/01/01,2017/07/15
3639, ,1900/01/01,2017/07/07
3640, ,1900/01/01,2017/07/07
3641, ,1900/01/01,2017/11/11
3642, ,1900/01/01,2017/07/07
3643, ,1900/01/01,2017/07/07
3644, ,1900/01/01,2017/07/07
3645, ,1900/01/01,2017/07/07
3646, ,1900/01/01,2017/07/07
3647, ,1900/01/01,2017/07/07
3648, ,1900/01/01,2017/07/07
3649, ,1900/01/01,2017/07/07
3650, ,1900/01/01,2017/07/07
3651, ,1900/01/01,2017/07/08
3652, ,1900/01/01,2017/07/08
3653,M,1900/01/01,2017/07/08
3654, ,1900/01/01,2017/07/08
3655, ,1900/01/01,2017/07/08
3656, ,1900/01/01,2017/07/08
3657, ,1900/01/01,2017/07/08
3658, ,1900/01/01,1900/01/01
3659, ,1900/01/01,2017/07/08
3660, ,1900/01/01,2017/07/08
3661, ,1900/01/01,2017/07/08
3662, ,1900/01/01,2017/07/08
3663, ,1900/01/01,2017/07/08
3664, ,1988/05/04,2017/07/08
3665, ,1900/01/01,2017/07/08
3666, ,1900/01/01,2017/07/08
3667,F,1900/01/01,2017/07/08
3668, ,1900/01/01,2017/07/08
3669, ,1900/01/01,2017/07/08
3670, ,1900/01/01,2017/07/08
3671, ,1900/01/01,2017/07/08
3672, ,1900/01/01,2017/07/08
3673, ,1900/01/01,2017/07/09
3674, ,1900/01/01,2017/07/09
3675, ,1900/01/01,2017/07/09
3676, ,1900/01/01,2017/07/09
3677, ,1900/01/01,2017/07/09
3678, ,1900/01/01,2017/07/09
3679, ,1900/01/01,2017/07/09
3680, ,1900/01/01,2017/07/09
3681, ,1900/01/01,2017/07/09
3682, ,1900/01/01,2017/07/09
3683, ,1900/01/01,2017/07/09
3684, ,1974/09/07,2017/07/09
3685, ,1900/01/01,2017/07/09
3686, ,1900/01/01,2017/07/09
3687, ,1900/01/01,2017/07/09
3688, ,1900/01/01,2017/07/11
3689, ,1900/01/01,2017/07/09
3690, ,1900/01/01,2017/07/09
3691, ,1900/01/01,2017/07/09
3692, ,1900/01/01,2017/07/09
3693, ,1900/01/01,1900/01/01
3694, ,1900/01/01,2017/07/16
3695, ,1900/01/01,1900/01/01
3696, ,1900/01/01,2019/05/20
3697, ,1900/01/01,2019/08/24
3698, ,1900/01/01,2018/12/01
3699, ,1900/01/01,2017/07/10
3700, ,1900/01/01,2017/07/10
3701, ,1900/01/01,2017/07/10
3702, ,1900/01/01,2017/07/10
3703, ,1900/01/01,2017/07/10
3704, ,1900/01/01,2017/07/10
3705, ,1900/01/01,2017/07/10
3706, ,1900/01/01,2017/07/11
3707, ,1900/01/01,2017/07/11
3708, ,1900/01/01,2020/07/15
3709, ,1900/01/01,2017/08/31
3710, ,1900/01/01,2017/11/11
3711, ,1900/01/01,1900/01/01
3712, ,1900/01/01,1900/01/01
3713, ,1900/01/01,2017/07/11
3714, ,1900/01/01,2017/07/11
3715, ,1900/01/01,2017/07/11
3716, ,1900/01/01,2017/07/11
3717, ,1900/01/01,2017/07/11
3718, ,1900/01/01,2017/07/11
3719, ,1900/01/01,2017/07/11
3720, ,1900/01/01,2017/07/11
3721, ,1900/01/01,2017/07/11
3722, ,1900/01/01,2017/07/12
3723, ,1977/04/06,2017/07/12
3724, ,1900/01/01,2017/07/12
3725, ,1900/01/01,2017/07/12
3726, ,1900/01/01,2017/07/12
3727, ,1900/01/01,2017/07/12
3728, ,1900/01/01,2017/07/12
3729, ,1900/01/01,2017/07/12
3730, ,1900/01/01,2017/07/12
3731, ,1900/01/01,2017/07/12
3732, ,1900/01/01,2017/07/12
3733, ,1900/01/01,2017/07/12
3734, ,1900/01/01,2017/07/13
3735, ,1900/01/01,2017/07/13
3736, ,1900/01/01,2017/07/13
3737, ,1900/01/01,2017/07/13
3738, ,1900/01/01,2017/07/13
3739, ,1900/01/01,2017/07/13
3740, ,1900/01/01,2017/07/13
3741, ,1900/01/01,2017/07/13
3742, ,1900/01/01,2017/07/13
3743, ,1900/01/01,2017/07/13
3744, ,1900/01/01,2017/07/13
3745, ,1900/01/01,2017/07/13
3746, ,1900/01/01,2017/07/13
3747, ,1900/01/01,2017/07/13
3748, ,1900/01/01,2017/07/13
3749,F,1900/01/01,2017/07/13
3750, ,1900/01/01,2017/11/15
3751, ,1900/01/01,2017/07/14
3752, ,1900/01/01,2017/07/14
3753, ,1900/01/01,2017/07/14
3754, ,1900/01/01,2017/07/14
3755, ,1900/01/01,2020/09/16
3756, ,1900/01/01,2017/07/14
3757, ,1900/01/01,2017/07/14
3758,F,1900/01/01,1900/01/01
3759, ,1900/01/01,2017/07/14
3760, ,1900/01/01,1900/01/01
3761, ,1900/01/01,2017/07/14
3762, ,1900/01/01,2017/07/14
3763, ,1900/01/01,2017/07/14
3764, ,1900/01/01,2017/07/13
3765, ,1900/01/01,2017/07/13
3766, ,1900/01/01,2017/07/13
3767, ,1900/01/01,2017/07/13
3768, ,1900/01/01,2017/07/13
3769, ,1900/01/01,2017/07/13
3770, ,1900/01/01,2017/07/13
3771, ,1900/01/01,2017/07/13
3772, ,1900/01/01,2017/07/14
3773, ,1900/01/01,2017/07/14
3774, ,1900/01/01,2017/07/14
3775, ,1900/01/01,2017/07/14
3776, ,1900/01/01,2017/07/14
3777, ,1900/01/01,2017/07/14
3778, ,1900/01/01,2017/07/14
3779, ,1900/01/01,2017/07/15
3780, ,1900/01/01,2017/07/15
3781, ,1900/01/01,2017/07/15
3782, ,1900/01/01,2017/07/15
3783, ,1900/01/01,2017/07/15
3784, ,1900/01/01,2017/07/17
3785, ,1900/01/01,2017/07/15
3786, ,1900/01/01,2017/07/15
3787, ,1900/01/01,2017/07/15
3788, ,1900/01/01,2017/07/15
3789,F,1979/04/01,2017/07/15
3790, ,1900/01/01,2017/07/15
3791,M,1965/06/22,2017/07/15
3792, ,1900/01/01,2017/07/15
3793, ,1900/01/01,2017/07/15
3794, ,1900/01/01,2017/07/15
3795, ,1900/01/01,2017/07/15
3796, ,1900/01/01,2017/07/15
3797, ,1900/01/01,2017/07/15
3798, ,1900/01/01,2017/07/15
3799, ,1900/01/01,2017/07/15
3800, ,1900/01/01,2017/07/26
3801, ,1900/01/01,2017/07/15
3802, ,1900/01/01,2017/07/15
3803, ,1900/01/01,2017/07/15
3804, ,1900/01/01,2017/07/15
3805, ,1900/01/01,2017/07/22
3806, ,1900/01/01,2017/07/16
3807, ,1900/01/01,2017/07/16
3808, ,1900/01/01,2017/07/16
3809, ,1900/01/01,2017/07/16
3810, ,1900/01/01,2017/07/16
3811, ,1900/01/01,2017/07/16
3812, ,1900/01/01,2017/07/16
3813, ,1900/01/01,2017/07/16
3814, ,1900/01/01,2017/07/16
3815, ,1900/01/01,2017/07/16
3816, ,1900/01/01,2017/07/16
3817, ,1900/01/01,2017/07/17
3818, ,1900/01/01,2017/07/16
3819, ,1900/01/01,2017/07/16
3820, ,1900/01/01,2017/07/16
3821, ,1900/01/01,2017/07/16
3822, ,1900/01/01,2017/07/17
3823, ,1900/01/01,2017/07/17
3824, ,1900/01/01,2017/07/17
3825, ,1900/01/01,1900/01/01
3826, ,1900/01/01,2017/07/17
3827, ,1900/01/01,2017/07/17
3828, ,1900/01/01,2017/07/17
3829, ,1900/01/01,2017/07/18
3830, ,1900/01/01,2017/07/18
3831, ,1900/01/01,2017/07/18
3832, ,1900/01/01,2017/07/18
3833, ,1900/01/01,2017/07/18
3834, ,1900/01/01,2017/07/18
3835, ,1900/01/01,2017/07/18
3836, ,1900/01/01,2017/07/18
3837, ,1900/01/01,2017/07/18
3838, ,1900/01/01,2017/07/18
3839, ,1900/01/01,2017/07/18
3840, ,1900/01/01,2017/07/18
3841, ,1900/01/01,2017/07/18
3842, ,1900/01/01,2017/07/19
3843, ,1900/01/01,2017/07/19
3844, ,1900/01/01,2017/07/19
3845, ,1900/01/01,2017/07/19
3846, ,1900/01/01,1900/01/01
3847, ,1900/01/01,2017/07/19
3848, ,1900/01/01,2018/08/26
3849, ,1900/01/01,2017/07/19
3850, ,1900/01/01,2017/07/19
3851, ,1900/01/01,2017/07/19
3852, ,1900/01/01,2017/07/19
3853, ,1900/01/01,2017/07/19
3854,M,1900/01/01,2017/07/19
3855, ,1900/01/01,2017/07/19
3856, ,1900/01/01,2017/07/19
3857, ,1900/01/01,2017/07/19
3858, ,1900/01/01,2017/07/20
3859, ,1900/01/01,2017/07/20
3860, ,1900/01/01,2017/07/20
3861, ,1900/01/01,2017/07/20
3862, ,1900/01/01,2017/07/20
3863, ,1900/01/01,2017/07/20
3864, ,1900/01/01,2017/07/20
3865, ,1900/01/01,2018/03/22
3866, ,1900/01/01,2017/10/07
3867, ,1900/01/01,2017/07/31
3868, ,1900/01/01,2017/07/20
3869, ,1900/01/01,2017/07/20
3870, ,1900/01/01,2018/03/16
3871, ,1900/01/01,2017/07/20
3872, ,1900/01/01,2017/07/20
3873, ,1900/01/01,2017/07/20
3874, ,1900/01/01,2017/07/21
3875, ,1900/01/01,2017/07/21
3876, ,1900/01/01,2017/07/21
3877, ,1900/01/01,2017/07/21
3878, ,1900/01/01,2017/07/21
3879, ,1900/01/01,2017/07/21
3880,F,1900/01/01,2017/07/21
3881, ,1900/01/01,2017/07/21
3882,F,1900/01/01,2017/07/21
3883, ,1900/01/01,2017/07/21
3884, ,1900/01/01,2017/07/21
3885, ,1900/01/01,2017/07/21
3886, ,1900/01/01,1900/01/01
3887, ,1900/01/01,2017/07/21
3888, ,1900/01/01,2017/07/21
3889, ,1900/01/01,2017/07/21
3890, ,1900/01/01,2017/07/22
3891, ,1900/01/01,2017/07/22
3892, ,1900/01/01,2017/07/14
3893, ,1900/01/01,2017/07/14
3894, ,1900/01/01,2017/07/15
3895, ,1900/01/01,2017/07/15
3896, ,1900/01/01,2017/07/15
3897, ,1900/01/01,2017/08/13
3898, ,1900/01/01,2017/07/15
3899, ,1900/01/01,2017/07/15
3900, ,1900/01/01,2017/07/15
3901, ,1900/01/01,2017/07/15
3902, ,1900/01/01,2017/07/15
3903, ,1900/01/01,2020/08/05
3904, ,1900/01/01,2017/07/15
3905, ,1900/01/01,2017/07/15
3906, ,1900/01/01,2017/07/15
3907, ,1900/01/01,1900/01/01
3908, ,1900/01/01,2017/07/15
3909, ,1900/01/01,2017/07/15
3910, ,1900/01/01,2017/07/16
3911, ,1900/01/01,2017/07/16
3912,O,1900/01/01,2017/07/16
3913, ,1900/01/01,2017/07/16
3914, ,1900/01/01,2017/07/16
3915, ,1900/01/01,2017/07/16
3916, ,1900/01/01,2017/07/16
3917, ,1900/01/01,2017/07/16
3918, ,1900/01/01,2017/07/16
3919, ,1900/01/01,2017/07/16
3920, ,1900/01/01,2017/07/16
3921, ,1900/01/01,2017/07/16
3922, ,1900/01/01,2017/07/16
3923, ,1900/01/01,2017/07/16
3924, ,1900/01/01,2017/07/16
3925, ,1900/01/01,2017/07/16
3926, ,1900/01/01,2017/07/17
3927, ,1900/01/01,2017/07/17
3928, ,1900/01/01,2017/07/17
3929,F,1900/01/01,2021/02/04
3930, ,1900/01/01,2017/07/17
3931, ,1900/01/01,2017/07/17
3932, ,1900/01/01,2017/07/17
3933, ,1900/01/01,2017/07/17
3934, ,1900/01/01,2017/07/17
3935, ,1900/01/01,2017/07/17
3936, ,1900/01/01,2017/07/17
3937, ,1900/01/01,2017/07/17
3938, ,1900/01/01,2017/07/17
3939, ,1900/01/01,2017/07/17
3940, ,1900/01/01,2017/07/17
3941, ,1900/01/01,2017/07/17
3942, ,1900/01/01,2017/07/18
3943, ,1900/01/01,2017/08/13
3944, ,1900/01/01,2017/07/18
3945, ,1900/01/01,2017/07/18
3946, ,1900/01/01,2017/07/18
3947, ,1900/01/01,2017/07/18
3948,M,1900/01/01,2017/07/18
3949, ,1900/01/01,2017/07/18
3950, ,1900/01/01,2017/07/18
3951, ,1900/01/01,2017/07/18
3952, ,1900/01/01,2017/07/18
3953, ,1900/01/01,2017/07/18
3954, ,1900/01/01,2017/07/18
3955, ,1900/01/01,2017/07/18
3956, ,1900/01/01,2017/07/18
3957, ,1900/01/01,2017/07/19
3958, ,1900/01/01,2017/07/19
3959, ,1965/06/13,2017/07/19
3960, ,1900/01/01,2017/07/19
3961, ,1900/01/01,2017/07/19
3962, ,1900/01/01,2017/07/19
3963, ,1900/01/01,2017/07/19
3964, ,1900/01/01,2017/07/19
3965, ,1900/01/01,2017/07/19
3966, ,1900/01/01,2017/07/19
3967, ,1900/01/01,2017/07/19
3968, ,1900/01/01,2017/07/19
3969, ,1900/01/01,2017/07/20
3970, ,1900/01/01,2017/07/20
3971, ,1900/01/01,2017/07/20
3972, ,1900/01/01,2017/07/20
3973, ,1900/01/01,2017/07/20
3974, ,1900/01/01,2017/07/20
3975, ,1900/01/01,2017/07/20
3976, ,1900/01/01,2017/07/20
3977, ,1900/01/01,2017/07/20
3978, ,1900/01/01,2017/07/20
3979, ,1900/01/01,2017/07/20
3980, ,1900/01/01,2017/07/20
3981, ,1900/01/01,2017/07/20
3982, ,1900/01/01,2017/07/20
3983, ,1900/01/01,2017/07/20
3984, ,1900/01/01,2017/07/21
3985, ,1900/01/01,2017/07/21
3986, ,1900/01/01,2017/07/21
3987, ,1900/01/01,2017/07/21
3988, ,1900/01/01,2017/07/21
3989, ,1900/01/01,2017/07/21
3990, ,1900/01/01,2017/07/21
3991, ,1900/01/01,2017/07/21
3992, ,1900/01/01,2017/07/21
3993, ,1900/01/01,1900/01/01
3994, ,1900/01/01,2017/07/21
3995, ,1900/01/01,2017/07/21
3996, ,1900/01/01,2017/07/21
3997,F,1900/01/01,2017/07/21
3998, ,1900/01/01,2017/07/21
3999, ,1900/01/01,2017/07/21
4000, ,1900/01/01,2017/07/21
4001, ,1900/01/01,2017/07/22
4002, ,1900/01/01,2017/07/22
4003, ,1900/01/01,2017/07/22
4004, ,1900/01/01,2017/07/23
4005, ,1900/01/01,2017/07/22
4006, ,1900/01/01,2017/07/22
4007, ,1900/01/01,2017/07/22
4008, ,1900/01/01,2017/07/22
4009, ,1900/01/01,2017/07/22
4010, ,1900/01/01,2017/07/22
4011, ,1900/01/01,2017/07/22
4012, ,1900/01/01,2017/07/22
4013, ,1900/01/01,2017/07/22
4014, ,1900/01/01,2017/07/22
4015, ,1900/01/01,2017/07/22
4016, ,1900/01/01,2017/07/22
4017, ,1900/01/01,2017/07/22
4018, ,1900/01/01,2017/07/22
4019, ,1900/01/01,2017/07/22
4020, ,1900/01/01,2017/07/22
4021, ,1900/01/01,2017/07/22
4022, ,1900/01/01,2017/07/22
4023, ,1900/01/01,2017/07/22
4024, ,1900/01/01,2017/07/22
4025, ,1900/01/01,2017/07/22
4026, ,1900/01/01,2017/07/22
4027, ,1900/01/01,2017/07/22
4028, ,1900/01/01,2017/07/22
4029, ,1900/01/01,2017/07/22
4030, ,1900/01/01,2017/07/22
4031, ,1900/01/01,2017/07/22
4032, ,1900/01/01,2017/07/22
4033, ,1900/01/01,2017/07/22
4034, ,1900/01/01,2017/07/22
4035, ,1900/01/01,2017/07/23
4036, ,1900/01/01,2017/07/23
4037, ,1900/01/01,2017/07/23
4038, ,1900/01/01,2017/07/23
4039, ,1900/01/01,2017/07/23
4040, ,1900/01/01,2017/07/23
4041,F,1986/12/18,2017/07/23
4042, ,1900/01/01,2017/07/23
4043, ,1900/01/01,2017/07/23
4044, ,1900/01/01,2017/07/23
4045, ,1900/01/01,2017/07/23
4046, ,1900/01/01,2017/07/23
4047, ,1900/01/01,2017/07/23
4048, ,1900/01/01,2017/07/23
4049,M,1900/01/01,2017/07/23
4050, ,1900/01/01,2017/07/24
4051, ,1900/01/01,2017/07/24
4052, ,1900/01/01,2017/07/24
4053, ,1900/01/01,2017/07/24
4054, ,1900/01/01,2017/07/24
4055, ,1900/01/01,2017/07/24
4056, ,1900/01/01,2017/07/24
4057, ,1900/01/01,2017/07/24
4058, ,1900/01/01,2017/07/24
4059, ,1900/01/01,2017/07/24
4060, ,1900/01/01,2017/07/24
4061, ,1900/01/01,2017/09/01
4062, ,1900/01/01,2017/07/24
4063, ,1900/01/01,2017/07/24
4064, ,1900/01/01,2017/07/24
4065, ,1900/01/01,2017/07/24
4066, ,1900/01/01,1900/01/01
4067, ,1900/01/01,2018/09/15
4068, ,1900/01/01,2017/07/25
4069, ,1900/01/01,2017/07/25
4070, ,1900/01/01,2017/07/25
4071, ,1900/01/01,2017/07/25
4072, ,1900/01/01,2017/07/25
4073, ,1900/01/01,2017/07/25
4074, ,1900/01/01,2017/07/25
4075, ,1900/01/01,2017/07/25
4076, ,1900/01/01,2017/07/25
4077, ,1900/01/01,2017/07/25
4078, ,1900/01/01,2017/07/25
4079, ,1900/01/01,2017/07/25
4080, ,1900/01/01,1900/01/01
4081, ,1900/01/01,2018/08/25
4082, ,1900/01/01,2017/07/26
4083, ,1900/01/01,2017/07/26
4084, ,1900/01/01,2017/07/26
4085, ,1900/01/01,2017/07/26
4086, ,1900/01/01,2017/07/26
4087, ,1900/01/01,2017/07/26
4088, ,1900/01/01,2017/07/26
4089, ,1900/01/01,2017/07/26
4090, ,1900/01/01,2017/07/26
4091, ,1900/01/01,2017/07/26
4092,F,1966/01/08,2017/07/26
4093, ,1900/01/01,2017/07/26
4094, ,1900/01/01,2017/07/26
4095,M,1900/01/01,2017/07/27
4096, ,1900/01/01,2017/07/27
4097, ,1900/01/01,2017/07/27
4098, ,1900/01/01,2017/07/27
4099, ,1900/01/01,2017/07/27
4100, ,1900/01/01,2017/07/27
4101, ,1900/01/01,2017/07/27
4102, ,1900/01/01,2017/07/28
4103, ,1900/01/01,2017/07/28
4104, ,1900/01/01,2017/07/28
4105, ,1900/01/01,2017/07/28
4106, ,1900/01/01,2017/07/28
4107, ,1900/01/01,2017/07/28
4108, ,1900/01/01,2017/07/28
4109, ,1900/01/01,2017/07/28
4110, ,1900/01/01,2017/07/28
4111, ,1900/01/01,2017/07/28
4112, ,1900/01/01,2017/07/28
4113, ,1900/01/01,2017/07/28
4114, ,1900/01/01,2017/07/29
4115, ,1900/01/01,2017/07/29
4116, ,1900/01/01,2017/07/29
4117, ,1900/01/01,2017/07/29
4118, ,1900/01/01,2017/07/29
4119, ,1900/01/01,2017/07/29
4120, ,1900/01/01,2017/07/29
4121, ,1900/01/01,2017/07/29
4122, ,1900/01/01,2017/07/29
4123, ,1900/01/01,2017/07/29
4124, ,1900/01/01,2017/07/29
4125, ,1900/01/01,2017/07/29
4126, ,1900/01/01,2017/08/06
4127, ,1900/01/01,2017/07/29
4128, ,1900/01/01,2017/07/29
4129, ,1900/01/01,2017/07/29
4130,F,1900/01/01,2017/07/29
4131, ,1900/01/01,2017/07/29
4132, ,1900/01/01,2017/07/29
4133, ,1900/01/01,2017/07/30
4134, ,1900/01/01,2017/07/30
4135, ,1900/01/01,2017/07/30
4136, ,1900/01/01,2017/07/30
4137, ,1900/01/01,2017/07/30
4138, ,1900/01/01,2017/07/30
4139, ,1900/01/01,2017/07/30
4140, ,1900/01/01,2017/07/30
4141, ,1900/01/01,2017/07/30
4142, ,1900/01/01,2017/07/30
4143,O,1900/01/01,2017/07/30
4144, ,1900/01/01,2017/07/30
4145, ,1900/01/01,2017/07/30
4146, ,1900/01/01,2017/07/30
4147, ,1900/01/01,2017/07/30
4148, ,1900/01/01,2017/07/22
4149, ,1900/01/01,2017/07/22
4150, ,1900/01/01,2017/07/23
4151, ,1900/01/01,2017/07/23
4152, ,1900/01/01,2017/07/23
4153, ,1900/01/01,2017/07/23
4154, ,1900/01/01,2017/07/23
4155, ,1900/01/01,2017/07/23
4156, ,1900/01/01,2017/07/23
4157, ,1900/01/01,2017/07/24
4158, ,1994/11/05,2017/07/24
4159, ,1900/01/01,2017/07/24
4160, ,1900/01/01,2017/07/24
4161, ,1900/01/01,2017/07/24
4162, ,1900/01/01,2017/07/24
4163, ,1900/01/01,2017/07/24
4164, ,1900/01/01,2017/07/24
4165, ,1900/01/01,2017/07/24
4166, ,1900/01/01,2017/07/24
4167, ,1900/01/01,2017/07/24
4168, ,1900/01/01,2020/10/10
4169, ,1900/01/01,2017/07/24
4170, ,1900/01/01,2017/07/24
4171, ,1900/01/01,2017/07/24
4172, ,1900/01/01,2017/07/24
4173, ,1900/01/01,2017/07/24
4174, ,1900/01/01,2017/08/26
4175, ,1900/01/01,2017/07/24
4176, ,1900/01/01,2017/07/24
4177, ,1900/01/01,2017/07/24
4178, ,1900/01/01,2017/07/25
4179, ,1900/01/01,2017/07/25
4180, ,1900/01/01,2017/07/25
4181, ,1900/01/01,2017/07/25
4182, ,1900/01/01,2017/07/25
4183, ,1900/01/01,2017/07/25
4184, ,1900/01/01,2017/07/25
4185, ,1900/01/01,2017/07/25
4186, ,1900/01/01,2017/07/25
4187, ,1900/01/01,2017/07/25
4188, ,1900/01/01,2017/07/26
4189, ,1900/01/01,2017/07/26
4190, ,1900/01/01,2017/07/26
4191, ,1900/01/01,2017/07/26
4192, ,1900/01/01,2017/07/26
4193, ,1900/01/01,2017/07/26
4194, ,1900/01/01,2017/07/26
4195, ,1900/01/01,2017/07/26
4196, ,1900/01/01,2017/07/26
4197, ,1900/01/01,2017/07/26
4198, ,1900/01/01,2017/07/27
4199, ,1900/01/01,2017/07/27
4200, ,1900/01/01,2017/07/27
4201, ,1900/01/01,2017/07/27
4202, ,1900/01/01,2017/07/27
4203, ,1900/01/01,2017/07/27
4204, ,1900/01/01,2017/07/27
4205, ,1900/01/01,2017/07/27
4206, ,1900/01/01,2017/07/27
4207, ,1900/01/01,2017/08/04
4208, ,1900/01/01,2017/07/27
4209, ,1900/01/01,2017/07/27
4210, ,1900/01/01,2017/07/27
4211, ,1900/01/01,2017/07/27
4212, ,1900/01/01,2017/07/27
4213, ,1900/01/01,2017/07/27
4214, ,1900/01/01,2017/07/28
4215, ,1900/01/01,2017/07/28
4216, ,1900/01/01,2017/07/28
4217, ,1900/01/01,2017/07/28
4218, ,1900/01/01,2017/07/28
4219, ,1900/01/01,2017/07/28
4220, ,1900/01/01,2017/07/28
4221, ,1900/01/01,2017/07/28
4222, ,1900/01/01,2017/07/28
4223, ,1900/01/01,2017/07/29
4224, ,1900/01/01,2017/07/29
4225, ,1900/01/01,2017/07/29
4226, ,1900/01/01,2017/07/29
4227, ,1900/01/01,2017/07/29
4228, ,1900/01/01,2017/07/29
4229, ,1900/01/01,2017/07/29
4230, ,1900/01/01,2017/07/29
4231, ,1900/01/01,2017/07/29
4232, ,1900/01/01,2017/07/29
4233, ,1900/01/01,2017/07/29
4234, ,1900/01/01,2017/07/29
4235, ,1900/01/01,2017/07/29
4236, ,1900/01/01,2017/07/29
4237, ,1900/01/01,2017/07/29
4238, ,1900/01/01,2017/07/29
4239, ,1900/01/01,2017/07/29
4240, ,1900/01/01,2017/07/29
4241, ,1900/01/01,2017/07/29
4242, ,1900/01/01,2017/07/29
4243, ,1900/01/01,2017/07/29
4244, ,1900/01/01,2017/07/29
4245, ,1900/01/01,2017/07/29
4246, ,1900/01/01,2017/07/30
4247, ,1900/01/01,2017/07/30
4248, ,1900/01/01,2017/07/30
4249, ,1900/01/01,2017/07/30
4250, ,1900/01/01,2017/07/30
4251, ,1900/01/01,2017/08/05
4252, ,1900/01/01,2017/07/30
4253, ,1900/01/01,2017/07/30
4254, ,1900/01/01,1900/01/01
4255, ,1900/01/01,1900/01/01
4256, ,1900/01/01,2017/07/30
4257, ,1900/01/01,2017/07/30
4258, ,1900/01/01,2017/07/30
4259, ,1900/01/01,2017/07/30
4260, ,1900/01/01,2017/07/30
4261, ,1900/01/01,2017/07/30
4262, ,1900/01/01,2017/07/31
4263, ,1900/01/01,2017/07/31
4264,M,1900/01/01,2017/07/31
4265, ,1900/01/01,2017/07/31
4266,F,1900/01/01,2017/07/31
4267, ,1900/01/01,2017/07/31
4268, ,1900/01/01,2017/07/31
4269, ,1900/01/01,2017/07/31
4270, ,1900/01/01,2017/07/31
4271, ,1900/01/01,2017/07/31
4272, ,1900/01/01,2017/07/31
4273, ,1900/01/01,2017/07/31
4274, ,1900/01/01,2017/07/31
4275, ,1900/01/01,2017/07/31
4276, ,1900/01/01,2017/07/30
4277, ,1900/01/01,2017/07/30
4278, ,1900/01/01,2017/07/30
4279, ,1900/01/01,2017/07/30
4280, ,1900/01/01,2017/07/30
4281, ,1900/01/01,2017/08/03
4282, ,1900/01/01,2017/07/30
4283, ,1900/01/01,2017/07/31
4284, ,1900/01/01,2017/07/31
4285, ,1900/01/01,2017/07/31
4286, ,1900/01/01,2017/07/31
4287, ,1900/01/01,2017/07/31
4288, ,1900/01/01,2017/07/31
4289, ,1900/01/01,2017/07/31
4290, ,1900/01/01,2017/08/01
4291, ,1900/01/01,2017/08/01
4292, ,1900/01/01,2017/08/01
4293, ,1900/01/01,2020/10/16
4294, ,1900/01/01,2017/08/01
4295,F,1900/01/01,2017/08/01
4296, ,1900/01/01,2017/08/01
4297, ,1900/01/01,2017/08/01
4298, ,1900/01/01,2017/08/02
4299, ,1900/01/01,2017/08/04
4300, ,1900/01/01,2017/08/01
4301, ,1900/01/01,2017/08/01
4302, ,1900/01/01,2017/08/01
4303, ,1900/01/01,2017/08/01
4304, ,1900/01/01,2017/08/01
4305, ,1900/01/01,2017/08/01
4306, ,1900/01/01,2017/08/02
4307, ,1900/01/01,2017/08/02
4308, ,1900/01/01,2017/08/02
4309, ,1900/01/01,2017/08/02
4310, ,1900/01/01,2017/08/02
4311, ,1900/01/01,2017/01/03
4312, ,1900/01/01,2017/08/02
4313, ,1900/01/01,2017/08/02
4314, ,1900/01/01,2017/08/02
4315, ,1900/01/01,1900/01/01
4316, ,1900/01/01,1900/01/01
4317, ,1900/01/01,2017/08/02
4318, ,1900/01/01,2017/08/02
4319, ,1900/01/01,2017/08/02
4320, ,1900/01/01,2017/08/02
4321, ,1900/01/01,2017/08/03
4322, ,1900/01/01,2017/08/04
4323, ,1900/01/01,2017/08/04
4324, ,1900/01/01,2017/08/04
4325, ,1900/01/01,2017/08/04
4326, ,1900/01/01,2017/08/05
4327, ,1900/01/01,2017/08/04
4328, ,1900/01/01,2017/08/04
4329, ,1900/01/01,2017/08/04
4330, ,1900/01/01,2017/08/04
4331, ,1900/01/01,2017/08/04
4332, ,1900/01/01,2017/08/04
4333, ,1900/01/01,2017/08/04
4334, ,1900/01/01,2017/10/11
4335, ,1900/01/01,2017/08/04
4336, ,1900/01/01,2017/08/04
4337, ,1900/01/01,2017/08/04
4338, ,1900/01/01,2017/08/05
4339, ,1900/01/01,2017/08/05
4340, ,1900/01/01,2017/08/05
4341, ,1900/01/01,2017/08/05
4342, ,1900/01/01,2017/08/05
4343, ,1900/01/01,2017/08/05
4344, ,1900/01/01,2017/08/05
4345, ,1900/01/01,2017/08/05
4346, ,1900/01/01,2017/08/05
4347, ,1900/01/01,2017/08/05
4348, ,1900/01/01,2017/08/05
4349, ,1900/01/01,2017/08/05
4350, ,1900/01/01,2017/08/05
4351, ,1900/01/01,2017/08/05
4352, ,1900/01/01,2017/08/05
4353, ,1900/01/01,2017/08/05
4354, ,1900/01/01,2017/08/06
4355, ,1900/01/01,2017/08/06
4356, ,1900/01/01,2017/08/06
4357, ,1900/01/01,2017/08/06
4358, ,1900/01/01,2017/08/06
4359, ,1900/01/01,2017/08/06
4360, ,1900/01/01,2017/08/06
4361, ,1900/01/01,2017/08/06
4362, ,1900/01/01,2017/08/06
4363, ,1900/01/01,2017/08/07
