customerID;M-0;M-1;M-10;M-11;M-12;M-13;M-14;M-15;M-16;M-17;M-18;M-19;M-2;M-20;M-21;M-22;M-23;M-24;M-25;M-26;M-27;M-28;M-29;M-3;M-30;M-31;M-32;M-33;M-34;M-35;M-36;M-37;M-38;M-39;M-4;M-40;M-41;M-42;M-43;M-44;M-45;M-46;M-47;M-48;M-49;M-5;M-50;M-51;M-52;M-53;M-54;M-55;M-56;M-57;M-58;M-59;M-6;M-60;M-61;M-62;M-63;M-64;M-65;M-66;M-67;M-68;M-69;M-7;M-70;M-71;M-8;M-9
2072-ZVJJX;25,586;25,586;25,586;25,474;25,362;25,362;25,474;25,474;25,698;25,362;25,362;25,25;25,362;25,474;25,25;25,25;25,586;25,25;25,25;25,586;25,25;25,474;25,362;25,586;25,586;25,25;25,25;25,362;25,586;25,922;25,474;25,25;25,474;25,25;25,586;25,362;25,698;25,25;25,362;25,25;25,474;25,698;25,362;25,586;25,25;25,25;25,25;25,474;25,25;25,586;25,25;25,25;25,25;25,25;25,25;25,698;25,362;25,25;25,698;25,362;25,25;25,25;25,474;25,698;25,25;;;25,362;;;25,25;25,698
2073-QBVBI;34,832;34,214;35,45;31,742;33,596;34,214;32,978;33,596;35,45;32,36;32,36;33,596;32,36;35,45;34,832;31,124;35,45;32,36;30,506;34,832;33,596;32,978;34,832;34,832;34,832;34,832;34,214;34,832;35,45;32,978;34,214;34,214;34,832;35,45;30,506;33,596;;;;;;;;;;34,214;;;;;;;;;;;34,214;;;;;;;;;;;35,45;;;34,832;35,45
2074-GKOWZ;94,0005;91,5495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2074-GUHPQ;91,557;92,7;92,319;91,938;91,7475;92,5095;91,938;92,1285;92,7;;;;92,7;;;;;;;;;;;91,7475;;;;;;;;;;;90,2235;;;;;;;;;;;89,4615;;;;;;;;;;;91,938;;;;;;;;;;;87,1755;;;92,319;91,7475
2075-PUEPR;22,91;21,13;19,35;21,13;19,35;20,24;20,24;23,8;24,69;20,24;19,35;21,13;21,13;24,69;19,35;19,35;20,24;20,24;24,69;19,35;21,13;21,13;21,13;21,13;20,24;21,13;21,13;19,35;19,35;22,02;19,35;22,02;19,35;21,13;22,02;19,35;24,69;19,35;22,91;21,13;21,13;19,35;22,02;22,02;28,25;19,35;21,13;21,13;20,24;20,24;19,35;;;;;;19,35;;;;;;;;;;;19,35;;;19,35;19,35
2075-RMJIK;49,4;38,707;;;;;;;;;;;48,822;;;;;;;;;;;46,221;;;;;;;;;;;49,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2077-DDHJK;70,9;70,9;70,9;74,506;70,9;73,6045;71,8015;71,8015;73,6045;70,9;70,9;72,703;70,9;72,703;70,9;75,4075;70,9;73,6045;73,6045;73,6045;70,9;77,2105;70,9;70,9;72,703;70,9;70,9;70,9;72,703;72,703;70,9;75,4075;77,2105;71,8015;71,8015;73,6045;73,6045;70,9;70,9;71,8015;70,9;70,9;77,2105;70,9;70,9;70,9;70,9;70,9;71,8015;72,703;71,8015;70,9;74,506;70,9;70,9;72,703;73,6045;72,703;71,8015;71,8015;74,506;71,8015;71,8015;71,8015;70,9;;;75,4075;;;70,9;70,9
2077-MPJQO;75,4525;75,715;;;;;;;;;;;76,0825;;;;;;;;;;;75,6625;;;;;;;;;;;76,975;;;;;;;;;;;76,0825;;;;;;;;;;;77,08;;;;;;;;;;;;;;;
2079-FBMZK;69,743;69,511;;;;;;;;;;;69,366;;;;;;;;;;;69,453;;;;;;;;;;;69,598;;;;;;;;;;;70,729;;;;;;;;;;;;;;;;;;;;;;;;;;
2080-CAZNM;101,471;100,0065;86,826;104,4;101,471;97,0775;94,1485;101,471;104,4;104,4;104,4;104,4;92,684;97,0775;100,0065;102,9355;98,542;104,4;104,4;89,755;104,4;104,4;101,471;102,9355;86,826;101,471;104,4;104,4;98,542;104,4;104,4;102,9355;100,0065;100,0065;104,4;104,4;;;;;;;;;;101,471;;;;;;;;;;;102,9355;;;;;;;;;;;102,9355;;;101,471;101,471
2080-GKCWQ;75,69;76,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080-SRCDE;25,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2081-KJSQF;20,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2081-VEYEH;104,3275;107,4775;;;;;;;;;;;106,795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2082-CEFLT;45,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2082-OJVTK;89,2;94,7775;98,124;94,7775;90,3155;98,124;91,431;93,662;90,3155;93,662;93,662;91,431;92,5465;94,7775;99,2395;89,2;97,0085;89,2;91,431;91,431;90,3155;97,0085;;94,7775;;;;;;;;;;;91,431;;;;;;;;;;;89,2;;;;;;;;;;;89,2;;;;;;;;;;;91,431;;;89,2;101,4705
2085-BOJKI;95,006;93,91;95,554;95,554;92,266;95,006;92,814;95,006;91,718;;;;95,554;;;;;;;;;;;94,458;;;;;;;;;;;88,978;;;;;;;;;;;88,978;;;;;;;;;;;93,91;;;;;;;;;;;95,554;;;93,362;90,622
2085-JVGAD;20,35;16,479;15,926;18,691;19,797;17,585;18,138;16,479;19,244;19,244;14,267;19,797;19,797;20,35;14,82;20,35;20,35;19,244;20,35;20,35;20,35;19,244;20,35;19,797;15,926;19,797;19,797;19,244;19,797;19,244;18,691;;;;19,797;;;;;;;;;;;15,926;;;;;;;;;;;20,35;;;;;;;;;;;20,35;;;17,585;19,797
2087-QAREY;54,207;54,4535;54,7;53,4675;53,221;54,4535;53,4675;50,5095;52,9745;54,4535;53,9605;54,4535;54,207;49,5235;53,9605;;;;;;;;;54,7;;;;;;;;;;;54,7;;;;;;;;;;;51,0025;;;;;;;;;;;53,4675;;;;;;;;;;;54,7;;;54,207;53,9605
2088-IEBAU;103,575;89,6925;89,6925;88,15;89,6925;88,15;88,15;88,15;98,9475;88,15;88,15;88,15;91,235;89,6925;89,6925;89,6925;92,7775;88,15;88,15;89,6925;89,6925;91,235;91,235;89,6925;94,32;88,15;89,6925;89,6925;88,15;88,15;88,15;88,15;92,7775;89,6925;97,405;88,15;94,32;89,6925;88,15;92,7775;91,235;88,15;92,7775;89,6925;88,15;100,49;91,235;91,235;88,15;88,15;92,7775;89,6925;92,7775;91,235;88,15;88,15;89,6925;88,15;89,6925;88,15;95,8625;89,6925;88,15;88,15;94,32;;;91,235;;;88,15;88,15
2091-GPPIQ;78,95;78,95;79,865;78,95;78,95;78,95;78,95;78,95;79,865;78,95;78,95;78,95;78,95;78,95;79,4075;79,4075;78,95;78,95;80,3225;78,95;79,4075;79,4075;80,3225;78,95;80,78;79,4075;79,4075;78,95;78,95;78,95;78,95;79,4075;79,4075;79,865;78,95;79,4075;79,865;79,4075;79,865;78,95;78,95;78,95;80,78;79,865;78,95;81,695;79,4075;78,95;78,95;80,3225;79,865;79,4075;78,95;79,4075;81,695;81,2375;81,2375;78,95;80,3225;85,8125;78,95;81,2375;78,95;78,95;78,95;78,95;78,95;78,95;78,95;80,3225;79,865;81,695
2091-MJTFX;51,71;51,2;52,475;52,22;51,2;53,24;51,71;51,2;51,71;52,22;51,965;52,73;54,515;52,22;51,2;51,71;52,22;51,2;51,455;52,22;52,475;53,24;51,2;51,71;;;;;;;;;;;54,005;;;;;;;;;;;51,455;;;;;;;;;;;53,495;;;;;;;;;;;51,2;;;51,2;51,2
2091-RFFBA;73,9;71,6875;65,05;68;70,95;69,475;73,9;71,6875;73,1625;72,425;68;73,9;73,1625;68;73,9;73,9;73,1625;72,425;70,95;72,425;71,6875;68,7375;71,6875;68,7375;66,525;;;;;;;;;;72,425;;;;;;;;;;;73,9;;;;;;;;;;;71,6875;;;;;;;;;;;73,9;;;73,9;73,9
2096-XOTMO;19,013;18,002;18,676;18,002;15,643;19,013;16,654;19,35;;;;;17,665;;;;;;;;;;;17,328;;;;;;;;;;;15,643;;;;;;;;;;;17,328;;;;;;;;;;;13,621;;;;;;;;;;;19,013;;;18,676;12,273
2097-YVPKN;25,75;25,56;25,56;23,85;25,56;25,56;24,99;25,18;25,18;25,56;25,56;25,75;25,56;25,75;25,56;25,37;25,56;25,37;25,75;25,37;25,75;25,75;25,37;25,56;25,75;25,75;24,8;25,75;25,18;25,37;25,37;24,99;25,18;25,56;25,56;25,75;25,75;25,56;25,75;25,37;25,56;25,75;25,18;24,61;25,18;25,75;25,37;25,37;25,56;25,75;25,56;25,75;25,56;25,75;25,18;25,56;24,23;25,56;25,75;25,37;25,56;25,75;;;;;;25,56;;;25,56;25,75
2100-BDNSN;74,491;68,583;;;;;;;;;;;70,06;;;;;;;;;;;68,8995;;;;;;;;;;;68,2665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2101-RANCD;73,1;73,1;78,076;76,832;73,1;74,344;74,344;78,076;74,344;83,052;83,052;75,588;73,1;75,588;75,588;73,1;73,1;81,808;74,344;73,1;73,1;74,344;79,32;73,1;73,1;76,832;73,1;74,344;74,344;73,1;74,344;73,1;73,1;73,1;75,588;79,32;73,1;76,832;73,1;73,1;73,1;74,344;76,832;75,588;76,832;74,344;80,564;74,344;81,808;74,344;76,832;;;;;;74,344;;;;;;;;;;;79,32;;;73,1;73,1
2103-ZRXFN;50,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2105-PHWON;91,1945;95;95;92,463;92,463;86,1205;93,7315;93,7315;91,1945;86,1205;95;89,926;93,7315;91,1945;92,463;86,1205;92,463;93,7315;91,1945;89,926;92,463;91,1945;87,389;88,6575;93,7315;82,315;88,6575;;;;;;;;95;;;;;;;;;;;95;;;;;;;;;;;95;;;;;;;;;;;83,5835;;;92,463;89,926
2107-FBPTK;104,024;103,986;104,043;103,986;104,043;104,005;103,967;103,929;104,1;104,1;104,024;104,062;104,1;104,1;103,967;104,1;104,043;104,062;104,081;104,1;104,043;104,1;104,1;104,024;;;;;;;;;;;104,1;;;;;;;;;;;103,929;;;;;;;;;;;103,929;;;;;;;;;;;104,081;;;103,948;104,024
2108-GLPQB;55,7155;55,7155;57,3705;56,0465;56,874;55,7155;55,7155;56,7085;56,7085;55,881;55,7155;55,881;56,3775;56,7085;55,7155;55,55;56,0465;55,7155;;;;;;57,867;;;;;;;;;;;56,0465;;;;;;;;;;;55,881;;;;;;;;;;;57,7015;;;;;;;;;;;55,881;;;55,7155;56,0465
2108-XWMPY;35,83;35,485;;;;;;;;;;;35,535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2108-YKQTY;47,095;39,37;;;;;;;;;;;23,92;;;;;;;;;;;40,915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2111-DWYHN;21,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2114-MGINA;82,114;82,114;85,957;89,8;71,866;73,147;;;;;;;88,519;;;;;;;;;;;79,552;;;;;;;;;;;65,461;;;;;;;;;;;83,395;;;;;;;;;;;79,552;;;;;;;;;;;75,709;;;82,114;89,8
2115-BFTIW;70,246;70,31;70,886;70,95;70,886;70,694;70,438;70,438;70,822;70,63;70,95;70,566;70,694;70,822;70,95;70,822;70,246;70,758;;;;;;70,63;;;;;;;;;;;70,502;;;;;;;;;;;70,886;;;;;;;;;;;70,95;;;;;;;;;;;70,822;;;70,502;70,95
2120-SMPEX;21,78;20,476;21,128;20,15;21,128;23,736;21,454;23,41;20,476;20,15;23,084;20,15;20,802;20,476;21,128;22,432;20,476;22,758;;;;;;20,802;;;;;;;;;;;24,714;;;;;;;;;;;20,476;;;;;;;;;;;21,128;;;;;;;;;;;21,454;;;21,78;20,802
2121-JAFOM;115,334;115,262;115,55;115,478;115,55;115,478;115,478;115,406;115,55;115,55;115,478;115,406;115,478;115,478;115,334;115,55;115,55;115,55;115,478;115,478;115,55;115,55;115,55;115,406;115,55;115,55;114,758;115,478;115,55;115,406;115,19;115,55;115,406;115,55;115,55;115,55;115,262;115,478;115,55;115,55;115,55;115,55;115,406;115,406;115,55;115,478;115,55;115,406;115,55;115,55;114,902;115,478;115,478;115,55;115,55;115,478;115,334;115,478;115,118;115,55;115,118;115,55;115,55;115,262;115,19;115,478;115,478;115,55;115,478;115,478;115,55;115,406
2122-SZZZD;18,15;19,275;19,275;19,5;18,825;17,7;19,275;18,6;18,375;18,6;19,5;19,05;19,5;19,5;18,6;18,375;19,5;19,5;19,05;19,5;19,275;19,05;17,925;19,5;19,05;18,15;19,275;18,6;19,5;19,275;18,375;19,5;17,925;19,05;18,15;19,05;18,825;19,5;19,275;;;;;;;19,5;;;;;;;;;;;19,275;;;;;;;;;;;18,825;;;19,5;19,5
2122-YWVYA;77,256;75,4;75,4;75,4;77,256;77,024;78,88;76,328;75,4;77,72;;;75,4;;;;;;;;;;;75,864;;;;;;;;;;;80,736;;;;;;;;;;;75,4;;;;;;;;;;;76,096;;;;;;;;;;;77,256;;;77,72;75,864
2123-AGEEN;85,118;87,998;;;;;;;;;;;85,694;;;;;;;;;;;88,19;;;;;;;;;;;84,542;;;;;;;;;;;92,222;;;;;;;;;;;85,886;;;;;;;;;;;;;;;
2123-VSCOT;70,919;70,919;71,5095;69,738;69,738;69,1475;70,919;71,5095;67,376;72,1;71,5095;72,1;72,1;70,3285;72,1;72,1;72,1;69,738;71,5095;71,5095;72,1;71,5095;72,1;68,557;72,1;70,919;72,1;71,5095;72,1;72,1;72,1;72,1;71,5095;71,5095;70,919;66,7855;71,5095;70,919;72,1;70,3285;71,5095;70,919;72,1;71,5095;71,5095;72,1;71,5095;72,1;70,919;70,3285;71,5095;70,919;71,5095;71,5095;70,3285;;72,1;;;;;;;;;;;69,738;;;70,3285;68,557
2126-GSEGL;83,5085;84,431;84,8;84,6155;84,8;84,431;84,6155;84,062;84,8;84,431;84,2465;84,6155;83,8775;84,8;84,8;84,431;84,6155;84,2465;84,431;84,2465;84,8;84,431;84,6155;84,8;84,8;84,8;84,062;84,431;84,8;84,8;84,8;83,693;84,8;84,431;84,8;84,8;84,431;84,8;84,6155;84,6155;84,6155;84,2465;84,2465;84,6155;84,6155;83,8775;84,431;84,8;84,431;84,8;84,6155;84,6155;84,431;84,8;84,8;84,8;84,8;84,6155;84,8;84,8;84,8;84,8;84,8;84,062;84,8;84,431;84,8;84,431;;;84,2465;83,693
2129-ALKBS;27,085;26,2;28,855;28,855;26,79;27,38;26,495;26,2;27,97;26,495;26,2;27,97;26,2;27,085;27,085;26,495;26,2;26,2;26,79;27,675;26,495;26,495;26,79;26,79;28,56;26,495;26,2;27,085;27,38;26,2;26,79;26,2;26,495;26,2;26,2;;;;;;;;;;;27,085;;;;;;;;;;;26,495;;;;;;;;;;;26,495;;;27,085;29,74
2133-TSRRM;105,35;109,618;109,618;107,484;107,484;107,484;113,886;107,484;105,35;107,484;110,685;105,35;109,618;106,417;105,35;107,484;106,417;106,417;109,618;109,618;111,752;114,953;106,417;107,484;110,685;110,685;105,35;109,618;;;;;;;105,35;;;;;;;;;;;117,087;;;;;;;;;;;106,417;;;;;;;;;;;108,551;;;105,35;110,685
2135-DQWAQ;84,453;83,364;;;;;;;;;;;84,7555;;;;;;;;;;;83,001;;;;;;;;;;;84,8765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2135-RXIHG;45,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2137-DQMEV;44,1725;43,545;43,545;44,8;42,29;44,8;42,9175;42,9175;42,9175;42,29;44,8;44,8;44,1725;42,29;44,8;44,1725;44,8;44,8;42,9175;41,6625;42,9175;44,8;42,9175;43,545;39,78;43,545;44,8;44,8;44,8;42,9175;44,1725;43,545;42,9175;44,8;44,1725;44,1725;44,8;44,8;43,545;44,1725;44,8;44,8;44,8;42,29;44,1725;44,1725;43,545;44,8;43,545;42,29;44,1725;44,1725;44,8;44,8;44,1725;44,8;44,8;44,8;44,8;44,1725;44,8;42,29;44,8;44,8;41,6625;;;42,29;;;44,1725;44,8
2138-VFAPZ;18,242;18,971;19,3355;19,457;17,027;18,1205;;;;;;;19,3355;;;;;;;;;;;19,5785;;;;;;;;;;;19,5785;;;;;;;;;;;19,3355;;;;;;;;;;;19,5785;;;;;;;;;;;17,1485;;;19,7;18,242
2139-FQHLM;89,6835;88,351;89,417;87,285;88,6175;87,285;89,95;85,686;89,6835;89,95;89,6835;;89,1505;;;;;;;;;;;88,6175;;;;;;;;;;;84,62;;;;;;;;;;;88,351;;;;;;;;;;;89,95;;;;;;;;;;;89,417;;;87,5515;89,1505
2141-RRYGO;63,1765;63,9775;;;;;;;;;;;67,9825;;;;;;;;;;;66,1135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2143-LJULT;25,664;26,492;25,25;26,906;25,25;25,664;25,25;25,25;25,664;25,25;26,078;26,906;25,25;25,664;25,664;25,664;26,078;26,906;25,664;25,664;25,25;25,25;26,906;25,664;26,906;26,492;25,664;26,078;25,25;26,078;26,078;25,25;26,078;25,25;25,25;26,078;26,492;25,25;25,25;25,664;26,906;25,25;25,664;26,078;25,25;25,664;25,25;28,148;26,906;25,25;25,25;25,664;26,492;25,664;26,078;25,664;25,25;26,906;25,664;26,906;25,25;28,148;25,25;26,492;;;;25,25;;;25,25;25,25
2144-BFDSO;108,694;108,526;108,75;108,526;108,75;108,75;108,694;108,526;108,75;108,75;108,638;108,526;108,582;108,694;108,75;108,75;108,75;108,75;108,582;108,582;108,75;108,75;108,582;108,75;108,694;108,75;108,582;108,526;108,694;108,582;108,75;108,526;108,75;108,694;108,638;108,75;108,302;108,75;108,75;108,134;108,358;108,358;108,414;108,694;108,75;108,694;;;;;;;;;;;108,526;;;;;;;;;;;108,694;;;108,638;108,75
2144-ESWKO;35,2;35,2;34,701;34,202;28,214;30,21;35,2;35,2;31,707;35,2;33,204;34,701;34,701;35,2;34,202;34,701;35,2;32,206;35,2;33,204;34,701;34,701;35,2;33,204;29,212;34,701;34,701;31,707;35,2;33,703;34,701;34,701;34,701;32,705;35,2;35,2;35,2;35,2;;;;;;;;34,701;;;;;;;;;;;33,703;;;;;;;;;;;34,202;;;35,2;33,703
2146-EGVDT;19,84;19,3;19,3;19,3;22;19,84;19,3;19,3;20,92;19,3;22;19,3;22,54;20,38;20,92;19,3;20,38;20,38;20,38;25,24;19,84;22;19,84;19,3;19,3;19,3;20,92;19,3;20,92;20,92;19,3;19,84;20,38;19,84;21,46;19,84;22;20,38;20,92;19,84;20,92;19,3;19,3;19,3;19,3;19,3;19,3;19,3;20,92;19,3;20,38;21,46;19,84;19,3;19,3;;19,3;;;;;;;;;;;19,3;;;22;20,92
2150-OEGBV;20,299;20,1;20,299;20,1;20,1;20,1;22,488;21,294;20,1;20,299;21,891;20,697;20,498;20,697;20,896;21,692;20,896;20,299;22,687;21,294;;;;20,896;;;;;;;;;;;21,692;;;;;;;;;;;20,498;;;;;;;;;;;20,1;;;;;;;;;;;20,1;;;20,1;22,488
2150-UWTFY;66,5225;61,9175;61,15;64,22;61,15;61,15;63,4525;64,9875;75,7325;63,4525;74,1975;62,685;62,685;62,685;63,4525;;;;;;;;;67,29;;;;;;;;;;;64,22;;;;;;;;;;;62,685;;;;;;;;;;;63,4525;;;;;;;;;;;68,825;;;64,22;61,9175
2150-WLKUW;67,06;64,69;67,85;66,27;69,43;67,85;63,9;63,9;70,22;63,9;63,9;67,85;63,9;63,9;64,69;63,9;65,48;65,48;65,48;64,69;66,27;63,9;66,27;69,43;66,27;69,43;64,69;67,06;64,69;67,06;64,69;64,69;67,06;63,9;63,9;;;;;;;;;;;64,69;;;;;;;;;;;67,85;;;;;;;;;;;65,48;;;65,48;67,85
2153-MREFK;99,2;100,884;101,726;99,2;101,726;100,042;99,2;100,042;106,778;100,884;100,042;101,726;103,41;111,83;102,568;100,042;100,042;99,2;101,726;100,884;99,2;102,568;100,884;99,2;99,2;106,778;99,2;103,41;99,2;99,2;99,2;;;;99,2;;;;;;;;;;;104,252;;;;;;;;;;;99,2;;;;;;;;;;;99,2;;;109,304;104,252
2154-KVJFF;78,906;71,31;72,154;79,75;73,842;67,09;76,374;;;;;;78,906;;;;;;;;;;;75,53;;;;;;;;;;;71,31;;;;;;;;;;;76,374;;;;;;;;;;;73,842;;;;;;;;;;;78,062;;;70,466;67,934
2155-AMQRX;54,5795;54,9;54,9;52,0155;54,259;53,2975;49,4515;54,5795;54,259;54,9;52,0155;53,618;52,336;54,259;54,9;53,618;53,2975;54,5795;53,9385;54,9;53,9385;;;54,9;;;;;;;;;;;53,9385;;;;;;;;;;;52,977;;;;;;;;;;;53,2975;;;;;;;;;;;52,977;;;54,9;53,618
2157-MXBJS;75,4055;76,988;75,511;75,8275;76,2495;;;;;;;;75,6165;;;;;;;;;;;77,41;;;;;;;;;;;75,511;;;;;;;;;;;75,933;;;;;;;;;;;75,722;;;;;;;;;;;75,722;;;78,254;75,3
2159-TURXX;19,815;18,123;;;;;;;;;;;19,345;;;;;;;;;;;18,969;;;;;;;;;;;19,298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2160-GPFXD;66,082;65,65;66,298;65,65;66,298;65,866;65,65;65,65;65,65;65,866;66,298;65,866;66,082;66,298;65,866;65,866;65,866;65,866;65,866;65,866;66,514;65,65;66,298;66,298;65,65;65,65;65,65;66,73;66,082;66,298;66,514;66,514;65,866;65,866;65,65;66,082;67,594;65,866;66,082;66,082;65,65;66,298;65,65;66,082;65,65;65,866;65,65;66,082;66,082;65,866;;;;;;;65,65;;;;;;;;;;;65,866;;;66,082;68,89
2162-FRZAA;38,51;39,35;36,83;39,35;37,67;36,83;35,15;39,35;39,35;37,67;39,35;39,35;38,51;36,83;38,51;39,35;36,83;37,67;39,35;37,67;39,35;39,35;37,67;38,51;39,35;39,35;39,35;39,35;39,35;37,67;37,67;35,15;38,51;37,67;36,83;37,67;39,35;38,51;38,51;38,51;36,83;36,83;37,67;32,63;37,67;35,15;38,51;36,83;39,35;39,35;35,99;38,51;39,35;36,83;35,15;39,35;37,67;39,35;39,35;39,35;;;;;;;;35,15;;;37,67;39,35
2164-SOQXL;20,151;20,252;20,6055;20,5045;20,05;20,4035;20,151;20,3025;20,252;20,4035;20,252;20,05;21,0095;;;;;;;;;;;20,05;;;;;;;;;;;20,6055;;;;;;;;;;;20,05;;;;;;;;;;;20,05;;;;;;;;;;;20,5045;;;20,2015;20,2015
2165-VOEGB;104,873;105,2;104,873;104,546;105,2;105,0365;104,3825;103,7285;105,2;105,2;105,0365;105,2;104,873;105,0365;104,546;105,2;104,7095;104,0555;104,873;104,873;105,0365;104,546;104,546;105,0365;104,7095;104,7095;105,0365;105,2;104,3825;105,2;104,546;105,2;105,0365;105,0365;104,873;105,2;103,238;105,2;104,7095;105,2;104,873;;;;;105,2;;;;;;;;;;;104,0555;;;;;;;;;;;105,2;;;105,0365;105,2
2167-FQSTQ;95,066;92,4;92,4;92,4;93,733;92,4;93,733;93,733;95,066;92,4;97,732;95,066;93,733;93,733;92,4;93,733;93,733;92,4;93,733;97,732;93,733;92,4;96,399;93,733;92,4;103,064;92,4;92,4;93,733;96,399;93,733;95,066;97,732;93,733;93,733;93,733;95,066;96,399;96,399;92,4;92,4;95,066;92,4;95,066;92,4;96,399;100,398;95,066;93,733;93,733;93,733;92,4;92,4;93,733;93,733;95,066;92,4;99,065;92,4;96,399;93,733;95,066;92,4;92,4;99,065;92,4;92,4;92,4;92,4;96,399;95,066;92,4
2169-RRLFW;27,013;25,6;27,013;27,013;26,3065;27,013;27,7195;29,1325;25,6;25,6;25,6;25,6;26,3065;27,013;25,6;26,3065;25,6;25,6;25,6;27,7195;25,6;27,013;25,6;26,3065;25,6;26,3065;25,6;28,426;25,6;25,6;26,3065;27,013;26,3065;27,7195;25,6;27,7195;27,013;25,6;26,3065;25,6;25,6;25,6;25,6;25,6;26,3065;27,013;27,013;26,3065;31,9585;31,9585;25,6;26,3065;25,6;26,3065;27,013;25,6;27,013;27,7195;26,3065;27,013;27,7195;29,1325;25,6;27,013;27,013;25,6;27,013;25,6;29,1325;;25,6;25,6
2171-UDMFD;21,0145;19,45;20,493;22,0575;19,9715;22,0575;19,45;22,579;19,45;33,009;19,9715;19,9715;19,45;19,45;19,9715;23,1005;22,0575;19,9715;22,0575;19,45;19,45;19,9715;20,493;21,0145;21,0145;22,579;;;;;;;;;22,0575;;;;;;;;;;;19,45;;;;;;;;;;;21,0145;;;;;;;;;;;21,536;;;19,9715;21,0145
2172-EJXVF;105,9305;105,9305;105,9915;105,9305;105,961;105,9915;105,9305;105,961;105,9;105,9305;105,9;106,022;105,9305;105,9305;105,9915;105,9;105,9915;105,961;105,9305;105,9305;105,9;105,961;105,9915;105,961;106,022;105,9305;105,9;105,9;105,9915;105,9915;105,9;105,9;105,9305;105,9;105,9;105,9;106,1135;105,9915;105,9;105,9305;105,9;105,9;105,961;105,961;105,9305;106,0525;105,9;106,1135;105,961;105,9;105,9305;105,9305;105,9;105,9;105,961;105,9305;105,9;105,9915;105,9305;105,9;105,9;105,9305;105,9915;105,9915;105,9305;105,9;105,9;105,9305;105,9;;105,9;105,961
2176-LVPNX;89,85;89,85;86,414;89,85;88,991;85,555;88,991;86,414;88,991;89,85;89,85;88,991;89,85;86,414;89,85;89,85;88,991;89,85;88,991;88,991;86,414;89,85;84,696;88,991;88,991;85,555;88,991;89,85;89,85;84,696;89,85;88,991;88,991;89,85;88,132;88,132;86,414;88,991;88,991;88,132;87,273;88,991;89,85;89,85;88,132;89,85;88,132;89,85;88,991;86,414;89,85;88,991;88,132;89,85;89,85;88,991;89,85;89,85;88,132;87,273;87,273;89,85;89,85;87,273;88,132;89,85;86,414;88,991;89,85;;87,273;89,85
2176-OSJUV;66,272;65,15;65,711;65,711;65,711;65,15;66,272;65,15;65,15;67,394;65,711;66,272;66,272;65,15;65,15;66,272;65,711;66,272;66,272;70,199;66,272;65,15;65,15;65,711;67,394;65,15;65,711;65,15;65,711;65,15;65,15;65,15;65,15;66,272;68,516;65,711;67,394;65,711;65,15;65,711;66,272;65,15;65,711;65,15;66,833;65,15;66,272;65,15;67,394;65,711;69,638;65,711;65,15;69,077;65,711;65,15;65,15;66,272;65,15;65,15;65,15;66,272;65,15;65,15;65,15;67,394;65,15;67,394;65,15;;65,15;66,272
2178-PMGCJ;69,7;69,7;68,41;69,27;67,12;68,84;69,27;67,98;68,41;67,55;67,55;65,4;68,84;69,7;67,55;;;;;;;;;67,98;;;;;;;;;;;67,55;;;;;;;;;;;69,27;;;;;;;;;;;67,55;;;;;;;;;;;68,41;;;60,24;64,11
2180-DXNEG;94,202;96;86,111;87,01;;;;;;;;;93,303;;;;;;;;;;;93,303;;;;;;;;;;;69,929;;;;;;;;;;;91,505;;;;;;;;;;;90,606;;;;;;;;;;;91,505;;;80,717;87,909
